Timestamp,What is your username?,What is your discord username?,What was your time?,Submit a link to your journal image or video here!,Do you solemnly swear that you cleared this blind?
7/28/2024 10:58:47,leiz123321,leiz123321,34:59,https://youtu.be/P7J_Y_X24pc,Yes
7/30/2024 11:02:05,juckter,juckter,35:00,https://youtu.be/YpVwcCdcbAM,Yes
7/29/2024 20:43:03,nonoji(のの字),Non0ji,35:22,https://imgur.com/a/FvTuM7n,Yes
7/27/2024 7:59:20,Nyan,ppnyan,35:50,https://prnt.sc/XWYWA4RDywv2,Yes
7/27/2024 8:22:00,bits像素,bits像素,36:15,https://prnt.sc/uIsrcVe-J5UV,Yes
7/30/2024 0:56:58,AmberBolt,amber_bolt,36:54,https://youtu.be/hTlvpWCxYYc,Yes
7/30/2024 20:12:00,啊鸿呀i,啊鸿呀i,38:12,https://prnt.sc/GWCDP6nmodn8,Yes
7/27/2024 20:04:00,Bread,Bread,38:32,https://prnt.sc/_UfCInoCzXYU,Yes
7/30/2024 11:36:41,lem,lemqns,38:43,https://prnt.sc/ok-6neh9KVhn,Yes
7/27/2024 13:47:14,Nene,nene22,39:16,https://prnt.sc/GTVSaD1Q1WwN,Yes
7/30/2024 7:09:41,OSoverspike,osoverspike,39:46,https://youtu.be/xaxJAt3oMG4,Yes
7/26/2024 13:49:16,-Undefined-,._undefined_,41:17,https://imgur.com/a/2gOAiaq,Yes
7/30/2024 2:00:53,Tnt_go_bang,tntgobang,42:18,https://imgur.com/a/QofsMn8,Yes
7/27/2024 22:27:00,SheKong,SheKong,43:23,https://prnt.sc/Zw3MWZQ32_0R,Yes
7/26/2024 15:30:52,unfandemcmillen,unfandemcmillen,44:29,https://imgur.com/a/jOkGwDl,Yes
7/28/2024 21:20:10,Ecl1psed,Ecl1psed,44:34,https://imgur.com/a/Jehn3O3,Yes
7/28/2024 18:38:31,im_pickle_sus,im_pickle_sus,46:39,https://imgur.com/a/YydTbyB,Yes
7/28/2024 0:37:00,无情的1up机器,无情的1up机器,47:25,https://prnt.sc/fFnMiF6Jif0i,Yes
7/27/2024 2:07:52,ArvingoPro,ArvingoPro,48:43,https://imgur.com/joUaSWL,Yes
7/27/2024 14:38:38,Adam Korinek,Adam Korinek,49:54,https://prnt.sc/lw-BeClPDR88,Yes
7/27/2024 17:51:34,JustinTime,JustinTime,50:09,https://imgur.com/a/GkJvTxW,Yes
7/28/2024 14:21:57,rilp_,rilp_,50:25,https://imgur.com/a/w5RjCZx,Yes
7/27/2024 13:04:56,Pixel_Yosh,Pixel_Yosh,51:19,https://imgur.com/Wut4JwC,Yes
7/29/2024 23:54:08,woxens,woxens,54:19,https://imgur.com/a/dKHiKqp,Yes
7/29/2024 23:09:27,Scrubz,Scrubz,55:22,https://youtu.be/9F4VO2H-S7M,Yes
7/27/2024 15:21:00,Winterline,Winterline,57:21,https://prnt.sc/GKC6erol-avv,Yes
7/28/2024 14:16:00,zhujiao,zhujiao,58:36,https://prnt.sc/whFHCiY7Mg6U,Yes
7/27/2024 11:06:00,不记得密码,不记得密码,58:47,https://prnt.sc/vMYYZuTjtIlC,Yes
7/26/2024 13:40:05,Sapphire_Xer0,Sapphire_Xer0,1:00:17,https://imgur.com/VZZ4WU9,Yes
7/27/2024 11:18:00,不可逆,不可逆,1:05:19,https://prnt.sc/FK5pG7U8I0WX,Yes
7/30/2024 11:33:19,Goldenfaf,Goldenfaf,1:07:44,https://imgur.com/a/sJ5IrpC,Yes
7/27/2024 23:14:00,UnderDragon,UnderDragon,1:09:52,https://prnt.sc/ToOi_pLxtinb,Yes
7/28/2024 2:02:44,Player696103392,Player696103392,1:15:47,https://imgur.com/a/8Fk0Fpb,Yes
7/27/2024 13:16:52,InfinityLake,Infinity_Lake,1:19:30,https://imgur.com/a/ZuQ3xuN,Yes
7/30/2024 19:06:00,ALSIHCT,ALSIHCT,1:21:54,https://prnt.sc/DD4EhpsDslnN,Yes
7/27/2024 13:09:03,Keehle,keehle,1:24:02,https://imgur.com/a/v9syZtk,Yes
7/27/2024 8:51:27,Snowdrop,Snowdrop_rikka,1:24:09,https://imgur.com/a/03awNSb,Yes
7/26/2024 17:47:59,NagKai,NagKai,1:25:26,https://discord.com/channels/912804360331874355/1249796816254533665/1266540794874167307,Yes
7/29/2024 8:59:24,te_79,te_79,1:33:21,https://imgur.com/a/aqNI6oq,Yes
7/28/2024 21:20:05,Jitio,Jitio,1:40:28,https://www.twitch.tv/videos/2209053302,Yes
7/27/2024 9:28:43,tsensaw,tsensaw,1:40:51,https://imgur.com/a/hZ13xca,Yes
7/27/2024 18:45:24,pikmike,pikmike,1:41:15,https://imgur.com/a/wGohkQL,Yes
7/27/2024 16:02:00,剑上忍,剑上忍,1:57:41,https://prnt.sc/0IRWwZEKzTEn,Yes
7/27/2024 23:07:56,Pip,pipadmin,2:10:13,https://imgur.com/zdYg1B1,Yes
7/28/2024 14:51:00,魔术菇,魔术菇,2:19:22,https://prnt.sc/K6V5mpPf2t4A,Yes
7/27/2024 5:53:22,BloodyOrange,.bloodyorange,2:21:32,https://imgur.com/a/Wg1hcuH,Yes
7/29/2024 11:20:14,Wojowu,wojowu,2:34:33,https://prnt.sc/YjNzw8gsUIb5,Yes
